iter	RMSE
176	20.29999154
177	20.27430357
178	20.2511302
179	20.22429932
180	20.21461254
181	20.20078476
182	20.1980207
183	20.17887603
184	20.16039819
185	20.14398996
186	20.13004687
187	20.12785329
188	20.11732924
189	20.09913288
190	20.07962628
191	20.07804881
192	20.05818524
193	20.03987088
194	20.02719844
195	20.01529368
196	20.00182701
197	19.98768141
198	19.97253039
199	19.96089823
200	19.94609912
201	19.92807421
202	19.91316185
203	19.90712155
204	19.88309978
205	19.86948824
206	19.85785146
207	19.8378647
208	19.83472298
209	19.81248384
210	19.79495339
211	19.78811127
212	19.77467083
213	19.75494155
214	19.73409763
215	19.71597708
216	19.70817367
217	19.69541227
218	19.68413507
219	19.66412726
220	19.64974457
221	19.64797227
222	19.64084235
223	19.61358949
224	19.60033063
225	19.58841665
226	19.56697083
227	19.54641757
228	19.52757762
229	19.52317513
230	19.50146905
231	19.49816048
232	19.48719759
233	19.46790343
234	19.45806191
235	19.44558636
236	19.43426248
237	19.42461124
238	19.41317658
239	19.40059775
240	19.38903122
241	19.3789149
242	19.36268243
243	19.35638655
244	19.33131133
245	19.31853414
246	19.31404986
247	19.3026092
248	19.29138631
249	19.27746645
250	19.25754785
251	19.2461566
252	19.22942207
253	19.21859001
254	19.20859566
255	19.19599711
256	19.18579743
257	19.16854047
258	19.158115
259	19.14307112
260	19.13206102
261	19.11582359
262	19.1054543
263	19.10380075
264	19.09424731
265	19.07735268
266	19.06231116
267	19.05125937
268	19.0318533
269	19.01750841
270	19.00955241
271	18.99992109
272	18.99107708
273	18.98830326
274	18.97947783
275	18.97840196
276	18.96164002
277	18.9588194
278	18.94729119
279	18.92662181
280	18.91681336
281	18.90084939
282	18.89080037
283	18.87468764
284	18.86841041
285	18.8537851
286	18.83935935
287	18.82872304
288	18.81479928
289	18.80408362
290	18.79361392
291	18.78513931
292	18.77049335
293	18.75574269
294	18.751964
295	18.73683931
296	18.72362314
297	18.71351002
298	18.70000997
299	18.69269774
300	18.69108689
301	18.6782312
302	18.67158234
303	18.66088039
304	18.65573658
305	18.64057072
306	18.62044943
307	18.61530339
308	18.60115708
309	18.58745433
310	18.57188828
311	18.55513069
312	18.54904987
313	18.53950379
314	18.5295076
315	18.51534755
316	18.49544981
317	18.48490562
318	18.47405402
319	18.46913915
320	18.45661862
321	18.44304244
322	18.43839161
323	18.43751087
324	18.41935222
325	18.41242626
326	18.40967026
327	18.40288095
328	18.3904599
329	18.38730942
330	18.37128085
331	18.36522916
332	18.35359174
333	18.34584004
334	18.34461322
335	18.3356453
336	18.32149399
337	18.31334785
338	18.29887193
339	18.28606191
340	18.27945268
341	18.26805493
342	18.25438004
343	18.24435194
344	18.23088124
345	18.22323394
346	18.21883325
347	18.21223849
348	18.20607601
349	18.19594748
350	18.18086364
351	18.16953626
352	18.15586093
353	18.14118611
354	18.13196163
355	18.12306525
356	18.12009365
357	18.10744437
358	18.10071548
359	18.08561913
360	18.06507113
361	18.06262539
362	18.05366666
363	18.04235562
364	18.02483697
365	18.02198888
366	18.01621073
367	18.01011016
368	17.9974776
369	17.98475279
370	17.97567938
371	17.96691185
372	17.96601483
373	17.96196566
374	17.95122291
375	17.94089074
376	17.93171018
377	17.91890971
378	17.90879706
379	17.90081581
380	17.89723484
381	17.88715159
382	17.87493673
383	17.8645852
384	17.85761462
385	17.84605581
386	17.8437486
387	17.83703127
388	17.82461199
389	17.81413936
390	17.80333831
391	17.79209552
392	17.78189684
393	17.77759089
394	17.77672867
395	17.77315247
396	17.76660606
397	17.75157181
398	17.75055104
399	17.74338661
